"disasterNumber","state","county","city","zipCode","validRegistrations","averageFemaInspectedDamage","totalInspected","totalDamage","noFemaInspectedDamage","femaInspectedDamageBetween1And10000","femaInspectedDamageBetween10001And20000","femaInspectedDamageBetween20001And30000","femaInspectedDamageGreaterThan30000","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1442,"AL","Jefferson (County)","DORA","35062",2,782.81,2,1565.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"0031d007-9572-4c38-87e8-2294e7446f53"
1442,"AL","Jefferson (County)","ENSLEY","35218",1,3728.98,1,3728.98,0,1,0,0,0,1,5996.98,1531.73,2268,2197.25,0,1,0,0,"2dbaf7c0-d46d-4801-a578-ecbe335e75e6"
1442,"AL","Jefferson (County)","GARDENDALE","35071",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6ff13ebd-d349-4757-903e-4eca124b78d3"
1442,"AL","Jefferson (County)","KIMBERLY","35091",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"e29c5c2b-f643-4489-a5d8-37265a878c66"
1442,"AL","Jefferson (County)","WARRIOR","35180",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cfdcd23a-aa60-4781-8093-e3ec850e94b0"
1442,"AL","Lamar (County)","MILLPORT","35576",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"e48daa3d-ed99-4e8d-a22c-2bad87ce1d13"
1442,"AL","Marshall (County)","GRANT","35747",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c5009e69-eff3-4413-8780-57ebaa20fd7c"
1442,"AL","Pickens (County)","ETHELSVILLE","35461",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c8ab38bf-d563-44f4-80f0-f6c4c0c06862"
1442,"AL","St. Clair (County)","STEELE","35987",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5091fac7-d4b6-44c3-b15c-b0a6f3ba602c"
1442,"AL","Tuscaloosa (County)","BROOKWOOD","35444",3,24717.28,2,74151.84,0,1,0,0,1,1,24917.58,10000,1563,13354.58,0,0,1,0,"041ef4e6-4fb5-4c3d-a5f6-bc1d40582ccf"
1442,"AL","Tuscaloosa (County)","TUSCALOOSA","35401",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"840ce034-c5ff-4667-baa6-9b99c796c9c7"
1442,"AL","Tuscaloosa (County)","TUSCALOOSA","35405",2,1494.86,1,2989.72,0,1,0,0,0,1,4676.5,788.95,2145,1742.55,0,1,0,0,"89eaae99-f1b4-42e0-9efd-83db74c26a26"
1442,"AL","Walker (County)","CARBON HILL","35549",184,10862.5,99,1998699.73,10,62,3,3,21,63,372325.25,198596.19,45022,128457.06,33,15,15,0,"876910d5-05c5-4a7b-b821-3a0abd3840a2"
1442,"AL","Walker (County)","CORDOVA","35550",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"a759938d-4eec-4f1f-bbdf-913dd7874003"
1442,"AL","Walker (County)","DORA","35062",14,2971.28,10,41597.92,1,7,2,0,0,8,22255.38,15319.57,4485,2450.81,6,1,1,0,"fbd88b86-2eeb-40e6-aeb0-e78c86c948c4"
1442,"AL","Walker (County)","ELDRIDGE","35554",9,21826.46,3,196438.18,0,1,0,0,2,3,25881.82,10231.04,2106,13544.78,2,0,1,0,"1b7b9870-bcf4-4942-b80a-6c0c0da83ce6"
1442,"AL","Walker (County)","EMPIRE","35063",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f8739f7a-a830-4998-9d50-3739488de3c6"
1442,"AL","Walker (County)","JASPER","35503",86,18026.08,51,1550243.24,0,29,6,0,16,38,255729.16,124543.94,33189,97996.22,17,14,7,3,"6188907c-0edb-43e2-8e24-edef1847ee88"
1442,"AL","Walker (County)","JASPER","35504",47,18650.19,28,876559.14,3,13,0,2,10,11,167403.64,55191.02,11255,100957.62,2,2,7,2,"e1324f43-1b69-49f0-abd9-fa7d91b0499b"
1442,"AL","Walker (County)","KANSAS","35573",1,115.46,1,115.46,0,1,0,0,0,1,115.46,115.46,0,0,1,0,0,0,"f37b9159-03b2-42b7-9799-f2c74f8f6d72"
1442,"AL","Walker (County)","NAUVOO","35578",95,23365.46,64,2219718.37,8,33,2,0,21,46,379578.42,176446.2,37141,165991.22,15,17,14,3,"a87d4f82-b560-4bc3-9341-8d28bca45240"
1442,"AL","Walker (County)","OAKMAN","35579",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"be0dc154-994b-4de0-a21f-ea3bac153e72"
1442,"AL","Walker (County)","PARRISH","35580",2,402.04,1,804.07,0,1,0,0,0,1,804.07,804.07,0,0,1,0,0,0,"bca217be-d38c-4f63-8e08-77674e7ed652"
1442,"AL","Walker (County)","QUINTON","35130",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d5a06210-65e0-4685-8763-8433c9a79b9e"
1442,"AL","Walker (County)","SARAGOSA","35550",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"677d8ebf-66c5-4172-9c1f-acd2f8400d17"
1442,"AL","Walker (County)","SARAGOSSA","35578",1,1531.16,1,1531.16,0,1,0,0,0,1,1383.66,1383.66,0,0,1,0,0,0,"38acadfa-04e1-40d9-af55-f6dbf8408c2f"
1442,"AL","Walker (County)","SUMITON","35148",7,811.45,3,5680.18,0,3,0,0,0,2,1997.1,857.1,1140,0,2,0,0,0,"66283ddf-2f56-4991-b5d5-90dfbb0345a2"
1442,"AL","Walker (County)","TOWNLEY","35587",7,26546.49,5,185825.41,1,2,0,0,2,4,51903.31,17733.87,2280,31889.44,1,1,2,0,"b33b4bfe-5816-415c-a0b1-7643a3216d85"
1442,"AL","Winston (County)","ARLEY","35541",14,48385.42,9,677395.88,0,3,1,0,5,8,99673.01,41511.85,7473,50688.16,2,1,5,2,"5b8b4da2-f6d0-4ca5-aea0-06b01523b53d"
1442,"AL","Winston (County)","CRANE HILL","35053",5,13072.01,1,65360.07,0,0,0,0,1,1,25000,6516.73,1440,17043.27,0,0,1,1,"ecbe30c4-70c3-4589-ae03-c9670b33ae04"
1442,"AL","Winston (County)","DOUBLE SPRINGS","35553",9,27122.55,3,244102.99,1,0,0,0,2,1,5000,5000,0,0,0,1,0,0,"23ab5fea-aa0a-45f0-b076-7c535ebdbfc8"
1442,"AL","Winston (County)","JASPER","35503",2,1566.44,1,3132.88,0,1,0,0,0,1,3132.88,769.96,0,2362.92,1,0,0,0,"d7e6e62f-78d0-45ff-a436-1a56f50e1f49"
1442,"AL","Winston (County)","NAUVOO","35578",3,938.61,1,2815.83,0,1,0,0,0,1,3519.54,1228.08,1110,1181.46,0,1,0,0,"f19260c9-edf8-49fb-a352-9309c81f4e27"
1443,"MS","Clay (County)","WEST POINT","39773",13,323.41,10,4204.34,3,7,0,0,0,3,3015.1,1839.31,942,233.79,3,0,0,0,"1f220dbc-6a72-4937-854b-4d0a818b17e1"
1443,"MS","Lowndes (County)","ARTESIA","39736",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"da21501f-c612-464b-b7d4-47c7d6c3b534"
1443,"MS","Lowndes (County)","CALEDONIA","39740",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d63ba293-48ad-45e8-9f54-56b8a8b34b51"
1443,"MS","Lowndes (County)","COLUMBUS","39701",324,5832.29,177,1889660.79,27,123,8,1,18,103,471836.34,221061.2,67763,182805.88,67,19,17,4,"aca7d594-6d3e-4930-b24d-839e9f11d54e"
1443,"MS","Lowndes (County)","COLUMBUS","39702",140,2325.96,60,325635.09,13,39,2,3,3,29,98013.36,51792.84,8937,37283.52,22,4,3,0,"966a4cee-0158-40bd-92fc-87dd3e3295e5"
1443,"MS","Lowndes (County)","COLUMBUS","39703",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3d144b47-1297-40b6-b6d4-61989f294551"
1443,"MS","Lowndes (County)","COLUMBUS","39705",11,1237.19,7,13609.04,0,7,0,0,0,6,10625.95,8658.3,1254,713.65,5,1,0,0,"2655c7a5-db8f-4862-9338-92b83ba539af"
1443,"MS","Lowndes (County)","COLUMBUS","39710",1,550.12,1,550.12,0,1,0,0,0,1,550.12,550.12,0,0,1,0,0,0,"d4ee3a9b-9e40-47c8-8789-455f00a9c3c9"
1443,"MS","Lowndes (County)","CRAWFORD","39743",62,1281.81,49,79472.42,2,46,1,0,0,26,34446.31,20358.26,3577,10511.05,24,2,0,0,"35c97392-66b9-4b18-810c-09512af89358"
1443,"MS","Lowndes (County)","MISS UNIVERSITY FOR WOMEN","39701",1,1632.19,1,1632.19,0,1,0,0,0,1,1254,0,1254,0,1,0,0,0,"5bede85b-6c70-44dc-bb61-49eaca04cdec"
1443,"MS","Lowndes (County)","STEENS","39766",29,12598.89,14,365367.7,1,9,0,0,4,9,27046.91,19887.07,3473,3686.84,6,3,0,0,"e47105d3-a98a-421c-af91-bd759b958b0f"
1443,"MS","Monroe (County)","ABERDEEN","39730",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"b042ba01-a6fa-43cc-af98-5d65d620a93b"
1443,"MS","Monroe (County)","SMITHVILLE","38870",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7f5eec6a-2942-48c4-9197-30cfb7479458"
1443,"MS","Noxubee (County)","BROOKSVILLE","39739",2,281.92,2,563.84,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"b2819129-251a-4f1b-9684-d7cd6585d898"
1443,"MS","Noxubee (County)","MACON","39341",3,464.27,3,1392.82,1,2,0,0,0,1,2148.33,0,1500,648.33,1,0,0,0,"ffc66cd0-42ab-4e0c-946b-2b29fd49874d"
1443,"MS","Noxubee (County)","SHUQUALAK","39361",4,740.15,4,2960.6,0,4,0,0,0,4,2807.84,2489.89,0,317.95,4,0,0,0,"ebd124fd-ea0f-4938-9aa2-03ab9c594261"
1443,"MS","Oktibbeha (County)","STARKVILLE","39759",42,308.72,38,12966.11,5,33,0,0,0,14,18645.35,6326.85,11115,1203.5,14,0,0,0,"f870b75c-217e-4e78-a4ad-3d5c9022aaeb"
1443,"MS","Oktibbeha (County)","STURGIS","39769",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26ed4c4e-e23a-4937-9d01-d9f002e4e036"
1444,"OH","Ashland (County)","ASHLAND","44805",1,11014.37,1,11014.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"3e4084cd-e119-45b3-aea5-92386eb01fe3"
1444,"OH","Ashland (County)","POLK","44866",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2477bfd1-8840-4ace-9ae3-6a98c0475941"
1444,"OH","Ashland (County)","WEST SALEM","44287",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c8680562-3d6f-47b8-b342-f0e1e4fb51e8"
1444,"OH","Auglaize (County)","SAINT MARYS","45885",3,2652.45,1,7957.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"64ba861a-b551-4e6f-a36b-9b86c2e575b6"
1444,"OH","Coshocton (County)","COSHOCTON","43812",21,309.6,9,6501.6,3,6,0,0,0,4,4239.42,2922.42,1317,0,4,0,0,0,"a7cf79b5-47de-4d6b-b7fa-334163ce5822"
1444,"OH","Coshocton (County)","DRESDEN","43821",1,1531.67,1,1531.67,0,1,0,0,0,1,1531.67,1531.67,0,0,1,0,0,0,"fd26136e-4464-4c54-ade9-d7f0a60e1f2b"
1444,"OH","Coshocton (County)","FRESNO","43824",20,1028.53,9,20570.6,1,8,0,0,0,4,9003.87,9003.87,0,0,3,1,0,0,"0f176c7a-631e-4b61-96ed-16362295a3f5"
1444,"OH","Coshocton (County)","WARSAW","43844",6,749.75,4,4498.48,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"9b4d4501-5476-4f63-ad22-4f99a694134b"
1444,"OH","Cuyahoga (County)","BEDFORD HEIGHTS","44146",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"de76b042-5c8c-47a5-bbe2-3c9e3503d015"
1444,"OH","Cuyahoga (County)","BROADVIEW HEIGHTS","44147",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"252bb5a3-a360-4627-98b4-96d84ec163d0"
1444,"OH","Cuyahoga (County)","CLEVELAND","44104",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"b45dcd93-0945-426c-bf2e-17a0a9548db3"
1444,"OH","Cuyahoga (County)","CLEVELAND","44124",1,2443.56,1,2443.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"a03ef738-d21f-455b-a989-98eceab9bd03"
1444,"OH","Cuyahoga (County)","SOLON","44139",9,716.99,6,6452.93,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"5916f8b2-e8e9-475d-b99e-9a9a483c1030"
1444,"OH","Franklin (County)","COLUMBUS","43230",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"b74da280-54ea-416b-a000-117efb193932"
1444,"OH","Franklin (County)","HILLIARD","43026",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22481239-ef1d-4929-b4a0-c21c00ac97f0"
1444,"OH","Hancock (County)","FINDLAY","45840",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61ef1c15-f017-48bd-a858-9e6314bb8d51"
1444,"OH","Hancock (County)","FOSTORIA","44830",25,187.52,3,4688.02,1,2,0,0,0,1,2882.21,2882.21,0,0,1,0,0,0,"a24643d5-ff81-430c-a4e4-41fcbbc9b9e3"
1444,"OH","Henry (County)","DESHLER","43516",1,64876.75,1,64876.75,0,0,0,0,1,1,11416,10000,1416,0,0,0,1,0,"d6873c0c-7465-45c8-a01a-c9bbf4c99b8d"
1444,"OH","Henry (County)","HOLGATE","43527",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4726ff8d-8a01-48f3-8f61-596eed77e80a"
1444,"OH","Huron (County)","BELLEVUE","44811",3,915.93,1,2747.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0a6e3848-3911-4d99-9067-936f47c05d0b"
1444,"OH","Lorain (County)","SHEFFIELD LAKE","44054",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"513a4e09-2000-4103-b941-6fdca1d808af"
1444,"OH","Medina (County)","BRUNSWICK","44212",2,3186.59,2,6373.18,1,1,0,0,0,1,6045.16,3178.25,0,2866.91,0,1,0,0,"af640225-7c4a-4126-937f-269055e3d756"
1444,"OH","Medina (County)","HOMERVILLE","44235",3,55134.19,2,165402.57,0,0,1,0,1,2,15706,5000,5706,5000,0,2,0,0,"05004615-af43-4a8c-b22c-5261a5a93491"
1444,"OH","Ottawa (County)","OAK HARBOR","43449",4,88.48,1,353.9,0,1,0,0,0,1,363.01,363.01,0,0,1,0,0,0,"9b7abad2-9bc6-4b13-ad4f-0314a5767974"
1444,"OH","Ottawa (County)","PORT CLINTON","43452",109,5438.44,39,592790.17,4,27,4,1,3,23,71542.78,46413.84,15664.2,9464.74,15,6,2,0,"80d6fd52-3046-4dfd-854b-4ccf27052eb7"
1444,"OH","Paulding (County)","GROVER HILL","45849",30,16627.79,13,498833.6,1,4,1,0,7,6,84544.46,29788,7890,46866.46,2,0,4,0,"3f780fba-6866-458f-b5b2-2801fdaa8520"
1444,"OH","Paulding (County)","HAVILAND","45851",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bd792580-7c47-4a0f-8762-543dd7529184"
1444,"OH","Paulding (County)","OAKWOOD","45873",14,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"21874c63-6842-45ac-8321-d45cc753d206"
1444,"OH","Paulding (County)","PAULDING","45879",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aef3efdd-5695-4e9d-be70-3d9936ae83c3"
1444,"OH","Paulding (County)","PAYNE","45880",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"953bd59c-e586-4896-8a8d-ec3f3b8cc0ef"
1444,"OH","Paulding (County)","SCOTT","45886",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9facc04d-4e52-405d-9b48-08957d7156b2"
1444,"OH","Putnam (County)","BELMORE","45815",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5609e2af-63cb-4792-a3ad-6b513b9f2d90"
1444,"OH","Putnam (County)","CLOVERDALE","45827",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ad0039cb-68bd-4ca2-9fb5-35244e76dc8e"
1444,"OH","Putnam (County)","CONTINENTAL","45831",11,22638.29,3,249021.19,0,1,0,0,2,1,2500.57,2500.57,0,0,1,0,0,0,"56dcaf1d-50c5-4132-a7b0-672caa344c4e"
1444,"OH","Sandusky (County)","CLYDE","43410",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"b5208b0c-1c1b-4e0e-9df5-2b22cf17e225"
1444,"OH","Sandusky (County)","FREMONT","43420",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1284c58b-60e4-45f5-8870-9239bc2a4a9c"
1444,"OH","Sandusky (County)","VICKERY","43464",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c4c82683-f05d-4cf7-857f-ae8ee05f7643"
1444,"OH","Seneca (County)","BELLEVUE","44811",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"242bc674-83e5-4ad9-9e59-92b638cdccd6"
1444,"OH","Seneca (County)","BLOOMVILLE","44818",1,4315.9,1,4315.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"de4fe188-51b5-4ec3-a1d6-c76572256a97"
1444,"OH","Seneca (County)","CLYDE","43410",3,8744.26,1,26232.77,0,0,0,1,0,1,1059,0,1059,0,1,0,0,0,"d56fa9e3-e6fa-4a55-97da-fc73a1c34ec9"
1444,"OH","Seneca (County)","FOSTORIA","44830",38,7812.13,14,296860.77,4,7,1,0,2,6,36382.17,19123.16,4564,12695.01,4,1,1,0,"8f330c18-46a7-4d4e-9758-9f049f01834b"
1444,"OH","Seneca (County)","REPUBLIC","44867",17,36241.11,8,616098.8,2,3,0,0,3,6,31829.31,24948.31,1881,5000,2,3,1,0,"72d8aa17-e593-40bc-a5c7-edb50b6e9f42"
1444,"OH","Seneca (County)","TIFFIN","44883",37,22390.98,11,828466.13,5,2,0,0,4,2,1180.58,0,1059,121.58,2,0,0,0,"6f73cfbd-5f3f-44b2-aaf2-290cd36286bb"
1444,"OH","Summit (County)","AKRON","44320",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fe634c73-b258-479a-9314-555b627cbd80"
1444,"OH","Summit (County)","AKRON","44333",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6918cf67-2b47-4403-b8aa-29eceb8af6d0"
1444,"OH","Summit (County)","MACEDONIA","44056",11,171.58,4,1887.42,2,2,0,0,0,1,1192.78,1192.78,0,0,1,0,0,0,"e4464f7d-aa0f-42f0-861e-86f27ce8d4f9"
1444,"OH","Summit (County)","TWINSBURG","44087",9,1383.09,2,12447.77,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"58ff679d-483f-459b-a2c9-3793735061c1"
1444,"OH","Union (County)","WEST MANSFIELD","43358",4,53389.35,3,213557.41,2,0,0,0,1,3,32974.61,10000,5080,17894.61,1,0,2,0,"c52e8db7-f662-4282-8063-e659d584ae4a"
1444,"OH","Van Wert (County)","CONVOY","45832",3,2454.76,2,7364.29,0,2,0,0,0,2,5441.74,5000,0,441.74,1,1,0,0,"26358bcd-2212-4be8-9577-ce2d4bd91f75"
1444,"OH","Van Wert (County)","GROVER HILL","45849",2,28482.57,1,56965.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2a85b9f0-58df-4503-9bfc-cbf3d02f9f04"
1444,"OH","Van Wert (County)","OHIO CITY","45874",10,7509.7,2,75096.97,0,1,0,0,1,1,1317,0,1317,0,1,0,0,0,"4cdac211-b967-4181-b71e-f8eb7cad4fa6"
1444,"OH","Van Wert (County)","SCOTT","45886",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2485a683-cbb8-40e2-9c01-3bcf2e5fd0db"
1444,"OH","Van Wert (County)","VAN WERT","45891",114,14930.1,26,1702031.86,5,9,0,1,11,14,55947.28,23818.81,11436,20692.47,9,3,2,0,"bf7df2ab-5152-4136-a722-4f22dbdcc576"
1444,"OH","Wayne (County)","WEST SALEM","44287",10,4214.94,3,42149.43,1,0,0,2,0,2,6516,5000,966,550,1,1,0,0,"e81c1a6d-8322-478c-96a7-82e8a6ae2a29"
1444,"OH","Wood (County)","BOWLING GREEN","43402",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"a452134d-fe3c-4293-8a54-d42e14f12cb7"
1444,"OH","Wood (County)","CUSTAR","43511",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16488b67-ee23-4e1c-8e2a-00ecbbf19eab"
1444,"OH","Wood (County)","CYGNET","43413",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8f81dd64-9a8b-4dc7-97c1-950a3fa7909d"
1444,"OH","Wood (County)","JERRY CITY","43437",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"093fd6f6-05d6-46e5-b30c-1dcd8cbf0433"
1444,"OH","Wood (County)","MILLBURY","43447",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9db0d5ae-1b4e-42c4-8e9b-4c62b8a1433a"
1444,"OH","Wood (County)","PERRYSBURG","43551",2,959.26,1,1918.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"b54a9b8f-83eb-4cea-a0bc-6f6964ad790a"
1444,"OH","Wood (County)","WAYNE","43466",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"feb68014-68f7-4f39-8b36-d3ae569dc849"
1445,"AK","Chignik Lagoon (ANV/ANVSA)","CHIGNIK","99564",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"5951de4b-b12f-477c-a167-e9d7a1edd562"
1445,"AK","Kenai Peninsula (Borough)","ANCHOR POINT","99556",45,3720.46,36,167420.49,4,26,6,0,0,31,106684.52,86499.79,6090,14094.73,20,9,2,0,"101877ef-19ad-4c20-84ed-0d23c313ed0f"
1445,"AK","Kenai Peninsula (Borough)","CLAM GULCH","99568",5,2186.72,4,10933.62,1,3,0,0,0,3,6825.85,5358.96,0,1466.89,2,1,0,0,"dced5e19-bf14-4201-9ba5-c708a115e433"
1445,"AK","Kenai Peninsula (Borough)","COOPER LANDING","99572",1,325.06,1,325.06,0,1,0,0,0,1,325.06,325.06,0,0,1,0,0,0,"d250ba9c-81dd-4d80-b24e-b93f4df8573b"
1445,"AK","Kenai Peninsula (Borough)","HOMER","99603",138,2724.47,109,375976.9,22,76,7,3,1,80,225216.1,206082.65,8628,10505.45,54,25,1,0,"676d87c5-3684-48bf-8a48-52722769e5e7"
1445,"AK","Kenai Peninsula (Borough)","HOPE","99605",1,1000,1,1000,0,1,0,0,0,1,1000,1000,0,0,1,0,0,0,"ac647e0f-526b-4c39-9c61-aa0d20324bc5"
1445,"AK","Kenai Peninsula (Borough)","KASILOF","99610",10,2364.31,9,23643.07,3,6,0,0,0,6,17109.5,17021.18,0,88.32,3,3,0,0,"34709c52-975c-4f06-90c0-96b5921ad5d4"
1445,"AK","Kenai Peninsula (Borough)","KENAI","99611",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"751a8a8a-9ca8-43f0-a745-0ef0d1a53b1f"
1445,"AK","Kenai Peninsula (Borough)","MOOSE PASS","99631",3,1591.42,3,4774.27,0,3,0,0,0,3,3985.66,3985.66,0,0,3,0,0,0,"05dcafb7-e98e-43b0-9c12-d666bad104ad"
1445,"AK","Kenai Peninsula (Borough)","NINILCHIK","99639",20,11827.26,19,236545.28,5,11,0,0,3,14,40493.98,34943.58,2980,2244,10,3,1,0,"82efdb26-c8a8-4920-951b-c247b8c3a64d"
1445,"AK","Kenai Peninsula (Borough)","NINILCHIK VILLAGE","99639",1,1124.28,1,1124.28,0,1,0,0,0,1,1124.28,1124.28,0,0,1,0,0,0,"ba05d58f-6e7d-4b03-b57d-45044a2323c0"
1445,"AK","Kenai Peninsula (Borough)","SELDOVIA","99663",2,430.18,1,860.35,0,1,0,0,0,1,860.35,860.35,0,0,1,0,0,0,"32d41444-6a22-4881-8499-a15ab14648e2"
1445,"AK","Kenai Peninsula (Borough)","SEWARD","99664",57,1006.5,43,57370.59,14,29,0,0,0,27,52503.44,43333.08,0,9170.36,24,3,0,0,"7336843a-5e53-4251-a197-5589c070ac34"
1445,"AK","Kenai Peninsula (Borough)"," SEWARD","99664",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f89f455a-5f25-4389-8540-142dd3dc577a"
1445,"AK","Kenai Peninsula (Borough)","SOLDOTNA","99669",3,2646.29,3,7938.87,1,2,0,0,0,2,9130.87,7938.87,1192,0,0,2,0,0,"e9b58771-1e26-4dd6-89ab-92c6b0b01b05"
1445,"AK","Kenai Peninsula (Borough)","STERLING","99675",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"328a4686-e287-45e1-9781-9912c2c08c60"
1445,"AK","Kodiak Island (Borough)","CHIGNIK","99564",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"a3980365-6d50-4dc0-b850-060b62c48c42"
1445,"AK","Kodiak Island (Borough)","CHIGNIK LAGOON","99565",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0e9f1288-f2d5-4b50-a0e3-79c15470a273"
1445,"AK","Kodiak Island (Borough)","CHIGNIK LAKE","99548",1,4881.15,1,4881.15,0,1,0,0,0,1,4881.15,4881.15,0,0,0,1,0,0,"5a79c045-ac8d-4495-b949-436f249bb103"
1445,"AK","Kodiak Island (Borough)","KODIAK","99615",26,3187.03,20,82862.89,0,19,0,0,1,14,17460.84,17110.84,0,350,13,1,0,0,"5ce7e6d3-fdba-4fe3-9697-bc837ff6f625"
1445,"AK","Kodiak Island (Borough)","PORT LIONS","99550",1,0,1,0,1,0,0,0,0,1,550,0,0,550,1,0,0,0,"28b39665-2c15-42f7-9b8b-294eb28539dc"
1446,"GU","Guam (County-equivalent)","ADACAO","96913",2,33309.91,2,66619.82,0,0,0,1,1,2,35273.31,10000,5328,19945.31,0,0,2,0,"a173d4a9-6225-4ecd-9613-64ba8640d3fa"
1446,"GU","Guam (County-equivalent)","ADELUP","96910",1,808.46,1,808.46,0,1,0,0,0,1,3964.46,808.46,3156,0,0,1,0,0,"cc05c32b-2784-4295-b801-584255b34c8b"
1446,"GU","Guam (County-equivalent)","AFAME","96910",1,5052.8,1,5052.8,0,1,0,0,0,1,5052.8,947.98,0,4104.82,0,1,0,0,"3d4a6bf6-851d-417a-a301-4ecfb4aaccfc"
1446,"GU","Guam (County-equivalent)","AGAFADUMAS","96911",1,5176.3,1,5176.3,0,1,0,0,0,1,4773.85,1044.81,0,3729.04,0,1,0,0,"0654ab52-6d74-436e-8e9f-22dcffa1314d"
1446,"GU","Guam (County-equivalent)","AGAFAGUMAS","96921",1,0,1,0,1,0,0,0,0,1,6719.01,502.4,0,6216.61,0,1,0,0,"e004b67c-9335-44c9-89b8-9c52d405ed01"
