"disasterNumber","state","county","city","zipCode","validRegistrations","totalInspected","totalInspectedWithNoDamage","totalWithModerateDamage","totalWithMajorDamage","totalWithSubstantialDamage","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1446,"GU","Guam (County-equivalent)","MACHECHE DEDEDO","96921",1,1,1,0,0,0,1,2893.96,0,0,2893.96,1,0,0,0,"b56186ad-e729-4f92-be04-cd5d12745dd9"
1446,"GU","Guam (County-equivalent)","MAITE","96921",3,3,3,0,0,0,3,20337.43,0,3880,16457.43,2,1,0,0,"b095aa2c-9b7e-4277-8ebd-31b76a069df2"
1446,"GU","Guam (County-equivalent)","MANGILAO","96921",17,17,17,0,0,0,14,69577.08,0,13036,56541.08,13,1,0,0,"9bd88fe0-984d-4c75-8fce-38393f2333bd"
1446,"GU","Guam (County-equivalent)","MANIGLAO","96921",1,1,1,0,0,0,1,1776,0,1776,0,1,0,0,0,"47d975cf-ae3d-4696-9908-9d48f4a861d9"
1446,"GU","Guam (County-equivalent)","MERIZO","96921",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"58ed1409-dc8d-4669-a728-3007a4f0e3fb"
1446,"GU","Guam (County-equivalent)","MONGMONG","96921",3,3,3,0,0,0,2,4731.55,0,1776,2955.55,2,0,0,0,"5f46c77a-fc41-49c3-b549-24e1ede097ff"
1446,"GU","Guam (County-equivalent)","MONG MONG VILLAGE","96921",1,1,1,0,0,0,1,6783.25,0,2104,4679.25,1,0,0,0,"5af33825-632c-4ec3-bdda-65346901d829"
1446,"GU","Guam (County-equivalent)","NCS","96921",1,1,1,0,0,0,1,4040.89,0,0,4040.89,1,0,0,0,"9b7dc65b-9a11-4a34-8fb0-a05e9bc4b6dc"
1446,"GU","Guam (County-equivalent)","NCS DEDEDO","96921",1,1,1,0,0,0,1,14704.84,0,1776,12928.84,0,1,0,0,"cc82b17b-2c6f-4476-a2bc-a8bf4c35b9af"
1446,"GU","Guam (County-equivalent)","ORDOT","96921",2,2,2,0,0,0,2,18949.43,0,3880,15069.43,1,1,0,0,"e79f17d3-c9b9-4b80-93ae-4cf9de61280a"
1446,"GU","Guam (County-equivalent)","SINAZANA","96921",1,1,1,0,0,0,1,13105.13,0,2104,11001.13,0,1,0,0,"23fa6335-36ee-4715-be33-017f14c6248b"
1446,"GU","Guam (County-equivalent)","TOTO","96921",2,2,2,0,0,0,2,4893.63,0,2966,1927.63,2,0,0,0,"b8aedfc6-a2e4-4c53-bea2-17b6a2d6ae3e"
1446,"GU","Guam (County-equivalent)","TUMON","96921",1,1,1,0,0,0,1,6470.6,0,1776,4694.6,1,0,0,0,"a42f6285-493b-48a1-be3e-af53ba0a2d96"
1446,"GU","Guam (County-equivalent)","UPPERTUMON","96921",1,1,1,0,0,0,1,4807.25,0,0,4807.25,1,0,0,0,"b59084de-8fd1-43ff-803f-5391d82bc8f1"
1446,"GU","Guam (County-equivalent)","UPPER TUMON","96921",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"7971de76-70e7-413c-ae50-4b22d14aa1a3"
1446,"GU","Guam (County-equivalent)","YIGO","96921",5,5,5,0,0,0,5,23132.59,0,7760,15372.59,5,0,0,0,"c634423c-3bbf-495b-8cec-c91d8ddac555"
1446,"GU","Guam (County-equivalent)","ASAN","96922",9,8,9,0,0,0,7,42230.85,0,6518,35712.85,6,1,0,0,"0c4005e4-35e3-494f-81a3-0ba22cfa13b4"
1446,"GU","Guam (County-equivalent)","MAINA","96922",12,12,12,0,0,0,11,58910.08,0,19278,39632.08,10,1,0,0,"6192c6d3-11fa-4829-9347-33d8dea8d972"
1446,"GU","Guam (County-equivalent)","TOTO","96922",1,1,1,0,0,0,1,9140.48,0,2638,6502.48,1,0,0,0,"d0f4d5b2-ad3b-423e-9e77-19bbe2537a7f"
1446,"GU","Guam (County-equivalent)","CHALAN PACO","96923",1,1,1,0,0,0,1,934.08,0,0,934.08,1,0,0,0,"3026627e-afd9-4a22-81a6-4f125f74f18c"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96923",2,2,2,0,0,0,1,4042.33,0,1776,2266.33,1,0,0,0,"5d99a588-c1bf-4c91-972d-ffe36abb76c4"
1446,"GU","Guam (County-equivalent)","DEDEDO","96923",2,2,2,0,0,0,1,2159.47,0,0,2159.47,1,0,0,0,"f6e91bac-9947-4112-85df-17551d10ffa4"
1446,"GU","Guam (County-equivalent)","HARMON","96923",1,1,1,0,0,0,1,4242.68,0,1776,2466.68,1,0,0,0,"68c999a7-4c18-4b08-b478-b8ef09ebfac9"
1446,"GU","Guam (County-equivalent)","MAITE","96923",1,1,1,0,0,0,1,13704,0,1776,11928,0,1,0,0,"7b417bd0-7a6e-4a4a-bdc9-7d0eb003dddc"
1446,"GU","Guam (County-equivalent)","MANGILAO","96923",272,266,272,0,0,0,221,1032607.33,0,191410,841197.33,204,17,0,0,"66754148-8fee-46ac-b813-897ac46b8c23"
1446,"GU","Guam (County-equivalent)","ORDOT","96923",1,1,1,0,0,0,1,9904.27,0,1776,8128.27,1,0,0,0,"b9b91791-29de-4d82-bf55-c10710a40e7f"
1446,"GU","Guam (County-equivalent)","SINAJNA","96923",1,1,1,0,0,0,1,7642.55,0,0,7642.55,1,0,0,0,"59234d72-8aee-4f45-917c-f7a0af25798a"
1446,"GU","Guam (County-equivalent)","TALOFOFO","96923",1,1,1,0,0,0,1,47.97,0,0,47.97,1,0,0,0,"00e29511-3781-453c-9d92-90ae87374947"
1446,"GU","Guam (County-equivalent)","TAMUNNING","96923",1,1,1,0,0,0,1,3093.09,0,0,3093.09,1,0,0,0,"8a103490-6e98-41e7-a238-35573d24040d"
1446,"GU","Guam (County-equivalent)","TUMUNING","96923",1,1,1,0,0,0,1,2613.23,0,0,2613.23,1,0,0,0,"f399cae9-98c2-47df-8449-2f21c4b4de78"
1446,"GU","Guam (County-equivalent)","YONA","96923",2,2,2,0,0,0,1,1776,0,1776,0,1,0,0,0,"b4ac97e2-b1d6-4c67-912f-4fc4af6483d2"
1446,"GU","Guam (County-equivalent)","AGAT","96924",13,13,13,0,0,0,11,53097.53,0,11640,41457.53,11,0,0,0,"0710c84f-3c43-49fb-aaa6-fdcb7d9e777b"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96924",14,14,14,0,0,0,11,47506.93,0,10726,36780.93,10,1,0,0,"a98e70f8-2744-4b96-8814-afa9e4166664"
1446,"GU","Guam (County-equivalent)","CHALANTAGO","96924",1,1,1,0,0,0,1,7482.95,0,2104,5378.95,1,0,0,0,"8a9eaf40-7ef4-4e03-a826-ea34a172f395"
1446,"GU","Guam (County-equivalent)","DEDEDO","96924",1,1,1,0,0,0,1,5741.78,0,2104,3637.78,1,0,0,0,"5abfc8b0-ced8-4bda-8537-8ee687c0b298"
1446,"GU","Guam (County-equivalent)","HAGATNA","96924",1,1,1,0,0,0,1,10369.64,0,1776,8593.64,0,1,0,0,"cc333786-de37-48e1-bbf1-8a7f9bca105d"
1446,"GU","Guam (County-equivalent)","HARMON","96924",1,1,1,0,0,0,1,8105.68,0,1776,6329.68,1,0,0,0,"13d35571-6cb3-4887-a2f4-a424e2d3364d"
1446,"GU","Guam (County-equivalent)","MAITE","96924",6,6,6,0,0,0,6,15671.54,0,4208,11463.54,6,0,0,0,"be4cdadc-c779-4a6d-9b40-f65ac2710cbe"
1446,"GU","Guam (County-equivalent)","ORDOT","96924",10,10,10,0,0,0,9,62405.09,0,10984,51421.09,8,1,0,0,"4757a58f-506b-4a5c-9468-2f42916c6b67"
1446,"GU","Guam (County-equivalent)","PAGO BAY","96924",2,2,2,0,0,0,2,4875.78,0,2104,2771.78,2,0,0,0,"f90daf37-99dd-4a49-9da3-a17f4b94e96b"
1446,"GU","Guam (County-equivalent)","PITI","96925",15,15,15,0,0,0,11,68057.79,0,12174,55883.79,10,1,0,0,"ccf87687-2d54-41bc-ae18-352534644adb"
1446,"GU","Guam (County-equivalent)","DEDEDO","96926",3,3,3,0,0,0,2,9060.11,0,3552,5508.11,2,0,0,0,"8b370b97-e373-4780-859e-bf063379cf3d"
1446,"GU","Guam (County-equivalent)","HARMON","96926",1,1,1,0,0,0,1,2201.36,0,0,2201.36,1,0,0,0,"ec8c2c34-b270-4614-8a85-6bf7b987d291"
1446,"GU","Guam (County-equivalent)","MONGMONG","96926",1,1,1,0,0,0,1,6603.78,0,2966,3637.78,1,0,0,0,"ac3b6b85-b94d-4288-b489-9f84546f62e5"
1446,"GU","Guam (County-equivalent)","ORDOT","96926",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"298098e8-022e-4765-ab10-3481f0ff21ea"
1446,"GU","Guam (County-equivalent)","PAGET MANGILO","96926",1,1,1,0,0,0,1,7075.52,0,2104,4971.52,1,0,0,0,"8919ae58-93c3-4c89-964b-18eee74829f3"
1446,"GU","Guam (County-equivalent)","SINAJANA","96926",21,20,21,0,0,0,18,106754.43,0,14796,91958.43,16,2,0,0,"fba43e27-4cfe-46a3-af19-236bb5c43d5a"
1446,"GU","Guam (County-equivalent)","YIGO","96926",1,1,1,0,0,0,1,18950.25,0,2104,16846.25,0,1,0,0,"930112a6-ffa5-43f2-aee8-3cc7ff46d5f1"
1446,"GU","Guam (County-equivalent)","MAITE","96927",41,41,41,0,0,0,33,215732.06,0,36780,178952.06,28,5,0,0,"5a545bb5-9e11-4f42-be51-91cd0930ea19"
1446,"GU","Guam (County-equivalent)","`MAITE","96927",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"3b53682b-3bd9-4dbb-8141-c31358832634"
1446,"GU","Guam (County-equivalent)","MONGMONG","96927",51,50,51,0,0,0,39,205027.87,0,26934,177713.87,34,5,0,0,"9fe4cc21-ed1a-49cb-8424-7529891147e1"
1446,"GU","Guam (County-equivalent)","MONG MONG","96927",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"a8eb88a6-8b60-4c61-a4af-102edfd6014b"
1446,"GU","Guam (County-equivalent)","SINAJANA","96927",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"daa9aae7-4fa8-4607-9493-576ba81a0837"
1446,"GU","Guam (County-equivalent)","TOTO","96927",18,17,18,0,0,0,14,57238.26,0,7432,49806.26,14,0,0,0,"ac86e92e-2e35-4882-95f4-02e6298fc3cd"
1446,"GU","Guam (County-equivalent)","YIGO","96927",2,2,2,0,0,0,2,14157.42,0,2104,12053.42,1,1,0,0,"a26875a8-cfc6-4857-b77d-e9177914b596"
1446,"GU","Guam (County-equivalent)","AGAT","96928",295,278,295,0,0,0,249,1146474.85,780.34,196695.66,948998.85,236,13,0,0,"12eb3665-dd1c-4389-b26e-2aab9cb4a23b"
1446,"GU","Guam (County-equivalent)","DEDEDO","96928",1,1,1,0,0,0,1,6466.18,0,2104,4362.18,1,0,0,0,"4d5acf3e-41c4-4cae-9247-6dad264a3adf"
1446,"GU","Guam (County-equivalent)","MANGILAO","96928",1,1,1,0,0,0,1,3305.59,0,2104,1201.59,1,0,0,0,"8a914a76-a5ef-4ece-823f-9ea59beb5107"
1446,"GU","Guam (County-equivalent)","OLD AGAT","96928",1,1,1,0,0,0,1,3163.26,0,0,3163.26,1,0,0,0,"e9fd3762-c844-43a2-a34b-d421b6ac820f"
1446,"GU","Guam (County-equivalent)","ORDOT","96928",1,1,1,0,0,0,1,945.43,0,0,945.43,1,0,0,0,"391f91af-e343-4313-b239-6e5605b51981"
1446,"GU","Guam (County-equivalent)","SANTA RITA","96928",2,2,2,0,0,0,1,5804.85,0,2104,3700.85,1,0,0,0,"bb29515a-f4bb-4b13-8b97-e3a82b37cb08"
1446,"GU","Guam (County-equivalent)","AGANA","96929",1,1,1,0,0,0,1,2270.4,0,0,2270.4,1,0,0,0,"dee50649-63df-4a0a-9c81-d8e3e7f51bb1"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96929",1,1,1,0,0,0,1,9089.04,0,2104,6985.04,1,0,0,0,"48412dd9-dee2-45da-b5c6-2c6e7d2e2c31"
1446,"GU","Guam (County-equivalent)","AGASAGUMAS YIGO","96929",1,1,1,0,0,0,1,3427.73,0,1776,1651.73,1,0,0,0,"66e06452-b032-4c9f-ab5a-687127ba0852"
1446,"GU","Guam (County-equivalent)","AGAT","96929",1,1,1,0,0,0,1,2156.65,0,0,2156.65,1,0,0,0,"c9c1d7d0-07af-4cb5-8b39-d989d62ba62f"
1446,"GU","Guam (County-equivalent)",",ANERSON AFB, YIGO","96929",1,1,1,0,0,0,1,1322.6,0,0,1322.6,1,0,0,0,"05e59a38-7e7c-480e-8eaf-78c9c565201e"
1446,"GU","Guam (County-equivalent)","ASTUMBO","96929",7,7,7,0,0,0,7,39503.67,0,8622,30881.67,5,2,0,0,"88e14100-8c3a-42e6-bea5-ef3e029f2889"
1446,"GU","Guam (County-equivalent)","ASTUMBO ","96929",1,1,1,0,0,0,1,9663.85,0,1776,7887.85,1,0,0,0,"cb437b9e-c833-4899-b2da-9a895d14bbdf"
1446,"GU","Guam (County-equivalent)","ASTUMBO DEDEDO","96929",1,1,1,0,0,0,1,11146.02,0,1776,9370.02,0,1,0,0,"bc66e111-f8cf-40fa-9b9b-e815237643a5"
1446,"GU","Guam (County-equivalent)","DEDDEDO","96929",1,1,1,0,0,0,1,5625.16,0,1776,3849.16,1,0,0,0,"8fe0672e-51d7-4480-acf5-b6a022295d74"
1446,"GU","Guam (County-equivalent)","DEDDO","96929",1,1,1,0,0,0,1,3335.13,0,1776,1559.13,1,0,0,0,"54f26259-084c-4886-abe6-4945503462a7"
1446,"GU","Guam (County-equivalent)","DEDEDO","96929",3086,2977,3086,0,0,0,2494,12851957.9,1264.63,2525522,10318882.93,2223,271,0,2,"f76ea50c-2e78-4f3f-95ee-3938e9ee4028"
1446,"GU","Guam (County-equivalent)","DEDEDO`","96929",1,1,1,0,0,0,1,1623.69,0,0,1623.69,1,0,0,0,"9aac7a10-4687-4fbf-a95d-a23c7d3b9b4c"
1446,"GU","Guam (County-equivalent)","DEDEDO  (DEDEDO VILLAGE)","96929",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"eeebf033-6361-48ae-8cdb-8c17dcb7788b"
1446,"GU","Guam (County-equivalent)","DEDEDO MACHANANAO","96929",1,1,1,0,0,0,1,3186.08,0,1776,1410.08,1,0,0,0,"9ad611ca-0c3e-4827-b990-694c3b5ec15e"
1446,"GU","Guam (County-equivalent)","HARMON","96929",97,96,97,0,0,0,87,491924.77,0,97758,392634.97,75,12,0,0,"e58f683b-5d53-42d6-add2-e446b095a7e1"
1446,"GU","Guam (County-equivalent)","HARMON LOOP","96929",1,1,1,0,0,0,1,2749.03,0,0,2749.03,1,0,0,0,"a7391274-61f4-465a-a480-62d80988fbd7"
1446,"GU","Guam (County-equivalent)","HARMON  LOOP","96929",1,1,1,0,0,0,1,2490,0,1776,714,1,0,0,0,"9257f9d2-0f3f-4145-b54c-7cb0364ca440"
1446,"GU","Guam (County-equivalent)","LADA GARDEN DEDEDO","96929",1,1,1,0,0,0,1,3264.65,0,0,3264.65,1,0,0,0,"8948043b-5967-4582-b808-86492b53c4ba"
1446,"GU","Guam (County-equivalent)","LATTE HEIGHTS","96929",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"22de23f6-b231-4935-9384-132e6ad2971a"
1446,"GU","Guam (County-equivalent)","LATTE HEIGHTS DEDEDO","96929",2,2,2,0,0,0,1,3203.59,0,0,3203.59,1,0,0,0,"9d57a1ab-5068-438c-b971-26afdaa67da8"
1446,"GU","Guam (County-equivalent)","LATTE HIGHTS DEDEDO","96929",1,1,1,0,0,0,1,222.57,0,0,222.57,1,0,0,0,"012c74d8-7d41-479b-ace0-acf48d6085f3"
1446,"GU","Guam (County-equivalent)","LIGUAN TERRACE","96929",1,1,1,0,0,0,1,1776,0,1776,0,1,0,0,0,"e46af6ee-30a4-48e8-9ecc-50e4afba83d2"
1446,"GU","Guam (County-equivalent)","MACCHECHE","96929",1,1,1,0,0,0,1,2597.16,0,0,2597.16,1,0,0,0,"26499bdf-f941-4754-a402-cc20d080f186"
1446,"GU","Guam (County-equivalent)","MACHANANAO","96929",8,6,8,0,0,0,5,23402.35,0,2104,21298.35,5,0,0,0,"5413ef85-ffd3-417f-9727-845b71f9e1b5"
1446,"GU","Guam (County-equivalent)","MACHANANAO DEDEDO","96929",1,1,1,0,0,0,1,3762.88,0,0,3762.88,1,0,0,0,"15daa100-0e72-46cf-b689-c4906732caff"
1446,"GU","Guam (County-equivalent)","MACHANANAO YIGO","96929",1,1,1,0,0,0,1,6605.46,0,2104,4501.46,1,0,0,0,"0ad36fd4-ca69-42e3-b454-c6c994524b4f"
1446,"GU","Guam (County-equivalent)","MACHANAO","96929",20,20,20,0,0,0,18,79793.82,0,11260,68533.82,18,0,0,0,"f8916e07-988d-4b84-bb5d-78285406845e"
1446,"GU","Guam (County-equivalent)","MACHANAO ","96929",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"a6421b2c-aead-4c68-8f92-4506a52bcc7f"
1446,"GU","Guam (County-equivalent)","MACHANAO YIGO","96929",1,1,1,0,0,0,1,16391.36,0,2104,14287.36,0,1,0,0,"4478e7da-6967-44b7-a3ee-a6baa2dbd37f"
1446,"GU","Guam (County-equivalent)","MACHECHE","96929",7,7,7,0,0,0,6,30809.65,0,4414,26395.65,5,1,0,0,"5623139d-916e-4e7d-99de-c9adf9c21bf2"
1446,"GU","Guam (County-equivalent)","MACHECHE ","96929",4,4,4,0,0,0,2,8723.63,0,1776,6947.63,2,0,0,0,"461c30d1-f0a5-4e11-8025-421a5c1a9e72"
1446,"GU","Guam (County-equivalent)","MACHECHE  ","96929",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"81aa3ae9-4a79-4c07-9c35-357b97b29985"
1446,"GU","Guam (County-equivalent)","MACHECHE DEDEDO","96929",1,1,1,0,0,0,1,10441.52,0,2104,8337.52,0,1,0,0,"3014d045-99f8-4c61-b543-403a5635db25"
1446,"GU","Guam (County-equivalent)","MACHECHE-DEDEDO","96929",1,1,1,0,0,0,1,10539.71,0,2638,7901.71,0,1,0,0,"7930252b-f596-453f-86a3-bd4983a5131f"
1446,"GU","Guam (County-equivalent)"," MACHNANAO YIGO","96929",1,1,1,0,0,0,1,11845.41,0,1776,10069.41,0,1,0,0,"2b32ddc1-04ec-4cd2-8a22-d82ad6886d4e"
1446,"GU","Guam (County-equivalent)","MAGFOG","96929",1,1,1,0,0,0,1,3767.73,0,0,3767.73,1,0,0,0,"96f29dc1-f6af-418a-8d81-42b4c6008994"
1446,"GU","Guam (County-equivalent)","MANCHANAO","96929",1,1,1,0,0,0,1,2638,0,2638,0,1,0,0,0,"55525417-9bce-4499-b88c-7020496edb97"
1446,"GU","Guam (County-equivalent)","MATAGUAK","96929",1,1,1,0,0,0,1,3667.32,0,0,3667.32,1,0,0,0,"45512f86-6d62-4021-af58-1225151cd32f"
1446,"GU","Guam (County-equivalent)","TAKANO   YIGO","96929",1,1,1,0,0,0,1,9432.6,0,2638,6794.6,1,0,0,0,"47ecf147-6910-408f-bc34-d29b99b4aef0"
1446,"GU","Guam (County-equivalent)","TAMUNING","96929",1,1,1,0,0,0,1,5316.55,0,2104,3212.55,1,0,0,0,"55a33763-de57-4fb2-8692-db3695a4472b"
1446,"GU","Guam (County-equivalent)","TOTO","96929",1,1,1,0,0,0,1,934.08,0,0,934.08,1,0,0,0,"7422b137-b0fe-403b-9acd-d749b3f94c8c"
1446,"GU","Guam (County-equivalent)","TUMON","96929",1,1,1,0,0,0,1,6001.5,0,2104,3897.5,1,0,0,0,"2d530072-0614-462a-a7b0-2037c1377676"
1446,"GU","Guam (County-equivalent)","UPPER TUMON","96929",2,2,2,0,0,0,1,4910.3,0,1776,3134.3,1,0,0,0,"e4af6d55-b81b-409b-a4e1-56d2f55360a2"
1446,"GU","Guam (County-equivalent)","W USSIDIG","96929",1,1,1,0,0,0,1,15844.22,0,2638,13206.22,0,1,0,0,"c869db06-b181-4aa7-9c41-dacea13c1e52"
1446,"GU","Guam (County-equivalent)","YIGO","96929",1607,1504,1607,0,0,0,1304,6634945.71,2109.44,1371229,5261347.27,1152,152,0,0,"3d195877-e741-4514-94c2-92bb542e766c"
1446,"GU","Guam (County-equivalent)","`YIGO","96929",1,1,1,0,0,0,1,9252.63,0,0,9252.63,1,0,0,0,"a89ddb18-d8c4-4418-b55b-3c9837d90f99"
1446,"GU","Guam (County-equivalent)"," YIGO","96929",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"74e88fca-67bc-43d5-8b25-f9bfdcfc263b"
1446,"GU","Guam (County-equivalent)","SINAJANIA","96930",1,1,1,0,0,0,1,10673.71,0,2638,8035.71,0,1,0,0,"c8a5e7e6-56e0-460b-b24c-ff57c3df3f6f"
1446,"GU","Guam (County-equivalent)","TALOFOFO","96930",27,27,27,0,0,0,26,197045.3,0,35730,161315.3,19,7,0,0,"0880def0-1af2-4a49-a018-43b58f561161"
1446,"GU","Guam (County-equivalent)","UPPER TUMON","96930",1,1,1,0,0,0,1,847.42,0,0,847.42,1,0,0,0,"3e89f8b5-3800-40f8-b770-3bf580d03e09"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96931",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"6c5a0ba0-5197-4e89-a90b-83714ebde4f1"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96931",1,1,1,0,0,0,1,6089.22,0,2104,3985.22,1,0,0,0,"877259bd-ed57-4e16-8909-bd769f1389f8"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96931",2,1,2,0,0,0,1,627.74,0,0,627.74,1,0,0,0,"6747bed6-09fe-4c5d-90ef-461af48e1253"
1446,"GU","Guam (County-equivalent)","DEDEDO","96931",12,12,12,0,0,0,11,46111.47,0,5984,40127.47,10,1,0,0,"94b8b8bd-b4c2-41fb-ab8b-cc2a77c9842b"
1446,"GU","Guam (County-equivalent)","DEDEO","96931",1,1,1,0,0,0,1,3773.88,0,0,3773.88,1,0,0,0,"09f269a1-9c3c-4a7c-beec-66e11496a014"
1446,"GU","Guam (County-equivalent)","HARMON","96931",13,13,13,0,0,0,11,56801.06,0,8622,48179.06,11,0,0,0,"0274d02e-a89d-4251-b1d0-dc9bbf057bc0"
1446,"GU","Guam (County-equivalent)","MAITE","96931",2,2,2,0,0,0,2,2961.71,0,0,2961.71,2,0,0,0,"e4d6de5c-f8d1-4b2f-9b15-ad50a566c7e8"
1446,"GU","Guam (County-equivalent)","MANGILAEO","96931",1,1,1,0,0,0,1,7709.89,0,0,7709.89,1,0,0,0,"6c06e924-8d3c-4161-a404-70eca88c11d4"
1446,"GU","Guam (County-equivalent)","MANGILAO","96931",2,2,2,0,0,0,2,14354.78,0,1776,12578.78,1,1,0,0,"8c1d1f03-c443-4a60-97d3-7f6c575e78df"
1446,"GU","Guam (County-equivalent)","MONGMONG","96931",2,2,2,0,0,0,2,8509.95,0,0,8509.95,2,0,0,0,"c81a6efa-d62a-4c42-97ef-5f7ba43f6493"
1446,"GU","Guam (County-equivalent)","SANTA RITA","96931",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"38cd0742-ae15-42a8-81a3-3b00108262df"
1446,"GU","Guam (County-equivalent)","SINAJANA","96931",1,1,1,0,0,0,1,6851.45,0,0,6851.45,1,0,0,0,"7163d606-420d-40bf-8fc4-26f402bec255"
1446,"GU","Guam (County-equivalent)","TAMUNING","96931",422,391,422,0,0,0,317,1368989.15,0,365010,1003979.15,292,25,0,0,"583b6576-6f8c-4624-aaa3-795e638298da"
1446,"GU","Guam (County-equivalent)","TAMUNING , GU 96931","96931",1,1,1,0,0,0,1,945.43,0,0,945.43,1,0,0,0,"223ed13e-d6f7-4358-b459-2ba121a4a940"
1446,"GU","Guam (County-equivalent)","TOTO","96931",1,1,1,0,0,0,1,8795.19,0,0,8795.19,1,0,0,0,"7b2bb302-8ae8-4b48-a2ce-d702b0b83749"
1446,"GU","Guam (County-equivalent)","TUMINING","96931",1,1,1,0,0,0,1,1802.47,0,0,1802.47,1,0,0,0,"bb968f4d-158a-48c9-8e2e-ff7efa493267"
1446,"GU","Guam (County-equivalent)","TUMON","96931",6,6,6,0,0,0,4,9063.7,0,3880,5183.7,4,0,0,0,"cff78d82-6d83-4eac-9e71-ba406c2e1c9b"
1446,"GU","Guam (County-equivalent)","TUMON HEIGHTS","96931",2,2,2,0,0,0,2,7554.23,0,2104,5450.23,2,0,0,0,"e2f457ea-6530-4742-bb26-68d891f39d3b"
1446,"GU","Guam (County-equivalent)","TUMUNING","96931",1,1,1,0,0,0,1,1079.51,0,0,1079.51,1,0,0,0,"f5b5dae9-a759-4a23-9883-f17023347146"
1446,"GU","Guam (County-equivalent)","UPPER TUMON","96931",3,3,3,0,0,0,2,6771.9,0,2104,4667.9,2,0,0,0,"2026baea-08e7-4d4b-b55e-5d7652412a37"
1446,"GU","Guam (County-equivalent)","Yigo","96931",1,1,1,0,0,0,1,2649.1,0,0,2649.1,1,0,0,0,"e4bfee7c-4f46-4912-bf5f-291dd7d2511d"
1446,"GU","Guam (County-equivalent)","YIGO","96931",3,3,3,0,0,0,3,25609.01,0,5070,20539.01,2,1,0,0,"aa4a0f48-0634-4758-9fbb-b8b21ba4c1dc"
1446,"GU","Guam (County-equivalent)","AGANA","96932",12,12,12,0,0,0,11,88292.18,0,18158,70134.18,8,3,0,0,"0b61a5de-166b-4b6b-9185-3d15b6823896"
1446,"GU","Guam (County-equivalent)","AGANA ANIGUA","96932",1,1,1,0,0,0,1,9688.62,0,2638,7050.62,1,0,0,0,"1a4df5e5-1b8a-4dd8-93be-2ec21edbb5f7"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96932",3,3,3,0,0,0,3,16446.56,0,5070,11376.56,3,0,0,0,"7452e977-24fc-4526-8c4f-63068921400c"
1446,"GU","Guam (County-equivalent)","ANGUNA","96932",1,1,1,0,0,0,1,1205.89,0,0,1205.89,1,0,0,0,"968402bc-d64e-4149-85a4-e460c3601787"
1446,"GU","Guam (County-equivalent)","ANIGUA","96932",2,2,2,0,0,0,2,15524.5,0,3880,11644.5,1,1,0,0,"ea2f258a-b569-4585-9afa-f9e7f11326df"
1446,"GU","Guam (County-equivalent)","ASAN","96932",2,2,2,0,0,0,2,12692.3,0,3880,8812.3,2,0,0,0,"e34b4dbc-5b6a-4510-a5bf-4f8bf0e6c283"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96932",2,2,2,0,0,0,2,10331.15,0,2104,8227.15,2,0,0,0,"74b85b35-b797-46bb-9b08-f99a944e6237"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96932",1,1,1,0,0,0,1,1930.32,0,0,1930.32,1,0,0,0,"4c596455-482d-4ce9-b515-4f8b5c55cee7"
1446,"GU","Guam (County-equivalent)","DEDEDO","96932",8,8,8,0,0,0,8,58924.97,0,12450,46474.97,6,2,0,0,"c3cfa8aa-b3c4-4a7f-86d5-c0600468a6f8"
1446,"GU","Guam (County-equivalent)","HAGATNA","96932",90,83,90,0,0,0,68,398563.49,0,74890,323673.49,55,13,0,0,"3f41b8c9-80a4-445d-9553-0584e3585091"
1446,"GU","Guam (County-equivalent)","HARMON","96932",4,4,4,0,0,0,4,34280.68,0,6190,28090.68,2,2,0,0,"a59f36ac-1832-4dec-96f1-2188557ca166"
1446,"GU","Guam (County-equivalent)","HARMOND","96932",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"612ff28f-ae8d-4688-b536-7f0ff08aa23a"
